name,year,value,lastvalue,rank
Iraq,1986,59.921799,50.6548,42
Iraq,2009,105.3154,88.117104,37
Iraq,1987,59.855701,59.921799,41
Iraq,2003,77.4795,82.133301,39
Iraq,1994,99.407799,88.517601,32
Iraq,2008,88.117104,80.601898,40
Iraq,2002,82.133301,77.769302,39
Iraq,2004,76.723198,77.4795,40
Iraq,2000,75.0093,65.380997,39
Iraq,1995,98.602798,99.407799,32
Iraq,1989,71.374199,65.770599,39
Iraq,1985,50.6548,45.402302,45
Iraq,2007,80.601898,74.130402,40
Iraq,2006,74.130402,90.405899,42
Iraq,1982,37.311001,34.813702,47
Iraq,1997,112.2766,97.209801,31
Iraq,1980,47.215099,29.9028,44
Iraq,2012,140.2182,129.18021,33
Ireland,1961,12.355,11.1752,46
Ireland,1959,12.3147,8.9584999,45
Ireland,1955,11.7175,9.0903997,38
Ireland,1974,23.4058,21.674101,49
Ireland,1951,10.5084,9.7315998,35
Ireland,1972,22.122801,22.467501,48
Ireland,1971,22.467501,19.3972,48
Ireland,1969,18.4995,17.8034,50
Ireland,1964,14.22,13.4505,50
Ireland,1970,19.3972,18.4995,50
Ireland,1953,9.5374002,9.6217003,41
Ireland,1950,9.7315998,9.7315998,36
Ireland,1954,9.0903997,9.5374002,44
Ireland,1957,9.7206001,10.9224,50
Ireland,1956,10.9224,11.7175,43
Ireland,1952,9.6217003,10.5084,39
Ireland,1963,13.4505,13.1098,49
Ireland,1962,13.1098,12.355,50
Israel,2000,58.0233,53.945702,46
Israel,2003,63.098301,61.2127,45
Israel,2005,62.434399,63.3634,48
Israel,2006,64.558601,62.434399,47
Israel,2010,70.664299,66.163803,45
Israel,2001,58.581299,58.0233,46
Israel,2002,61.2127,58.581299,47
Israel,2008,66.793098,66.654701,46
Israel,2012,75.914703,69.883598,45
Israel,2004,63.3634,63.098301,48
Israel,2007,66.654701,64.558601,45
Israel,2011,69.883598,70.664299,47
Israel,2009,66.163803,66.793098,47
Italy,2010,416.36389,408.01651,14
Italy,1960,109.2678,94.142799,12
Italy,1950,41.454498,41.454498,18
Italy,1985,365.776,367.15561,12
Italy,2003,473.30649,455.78949,10
Italy,1973,349.16281,326.18491,10
Italy,1987,388.11551,367.4296,11
Italy,1961,124.4478,109.2678,12
Italy,1957,87.126297,83.520897,16
Italy,1986,367.4296,365.776,11
Italy,1951,48.844799,41.454498,18
Italy,2001,448.66321,445.43719,10
Italy,1964,175.80969,164.6492,11
Italy,2009,408.01651,456.6817,12
Italy,1972,326.18491,308.7868,10
Italy,1992,415.85269,416.56519,10
Italy,1970,296.4982,269.7876,11
Italy,1965,189.612,175.80969,11
Italy,1953,56.026199,50.647499,17
Italy,1993,407.8288,415.85269,10
Italy,1967,234.2395,214.07291,11
Italy,2007,470.9614,478.397,11
Italy,1998,439.12711,427.76309,9
Italy,1996,423.6752,426.20941,9
Italy,1991,416.56519,417.29221,10
Italy,1971,308.7868,296.4982,10
Italy,1976,363.69379,336.6496,11
Italy,1975,336.6496,353.01279,11
Italy,1954,64.977402,56.026199,17
Italy,1979,378.42679,362.5528,11
Italy,1962,146.3365,124.4478,11
Italy,1966,214.07291,189.612,11
Italy,1981,370.50531,380.6152,11
Italy,1995,426.20941,403.6011,9
Italy,1956,83.520897,73.309303,15
Italy,1982,365.1366,370.50531,11
Italy,1988,392.93689,388.11551,11
Italy,2005,480.8851,481.13589,10
Italy,1983,360.8501,365.1366,12
Italy,2004,481.13589,473.30649,10
Italy,1952,50.647499,48.844799,18
Italy,1994,403.6011,407.8288,10
Italy,1980,380.6152,378.42679,11
Italy,1968,249.2912,234.2395,11
Italy,1978,362.5528,354.1781,11
Italy,1997,427.76309,423.6752,10
Italy,2011,409.50269,416.36389,15
Italy,1999,443.5275,439.12711,9
Italy,2006,478.397,480.8851,11
Italy,1955,73.309303,64.977402,16
Italy,1984,367.15561,360.8501,12
Italy,2002,455.78949,448.66321,10
Italy,1959,94.142799,87.6465,15
Italy,2000,445.43719,443.5275,10
Italy,1963,164.6492,146.3365,11
Italy,1990,417.29221,411.4444,10
Italy,1974,353.01279,349.16281,10
Italy,2012,391.5932,409.50269,15
Italy,1969,269.7876,249.2912,11
Italy,1977,354.1781,363.69379,11
Italy,2008,456.6817,470.9614,11
Italy,1989,411.4444,392.93689,11
Italy,1958,87.6465,87.126297,16
Japan,2011,1208.9501,1159.7273,5
Japan,1964,359.02802,324.95651,6
Japan,2008,1174.5979,1262.7471,5
Japan,1957,188.1317,160.6884,8
Japan,2012,1249.2135,1208.9501,5
Japan,1954,142.57719,145.80521,10
Japan,1952,130.4384,123.4841,8
Japan,1950,102.559,102.559,9
Japan,1977,947.90582,919.45007,5
Japan,1986,912.58148,914.3692,5
Japan,1958,181.22141,188.1317,8
Japan,1967,489.4848,419.39609,5
Japan,1993,1113.2527,1118.1053,4
Japan,1969,653.42682,562.10889,4
Japan,1970,768.15387,653.42682,5
Japan,1961,282.88281,232.5907,6
Japan,1953,145.80521,130.4384,8
Japan,2005,1242.7881,1234.6532,5
Japan,1960,232.5907,192.6898,8
Japan,1980,924.52881,974.83179,5
Japan,1991,1108.7412,1098.8054,4
Japan,1999,1195.8929,1156.6075,4
Japan,1976,919.45007,888.93622,5
Japan,1989,1020.0451,990.91418,4
Japan,1965,386.6033,359.02802,6
Japan,1981,898.82159,924.52881,5
Japan,1962,292.9808,282.88281,7
Japan,1966,419.39609,386.6033,6
Japan,1963,324.95651,292.9808,7
Japan,1987,919.52283,912.58148,5
Japan,1956,160.6884,141.91769,10
Japan,1992,1118.1053,1108.7412,4
Japan,1973,946.48633,831.38458,4
Japan,1979,974.83179,949.28717,5
Japan,1951,123.4841,102.559,8
Japan,1990,1098.8054,1020.0451,4
Japan,2006,1227.932,1242.7881,5
Japan,1995,1181.752,1167.9371,4
Japan,1971,788.40613,768.15387,5
Japan,1983,879.83771,873.1687,5
Japan,1982,873.1687,898.82159,5
Japan,1997,1193.1346,1198.1261,4
Japan,2000,1211.0103,1195.8929,4
Japan,1984,937.59637,879.83771,5
Japan,1988,990.91418,919.52283,5
Japan,1974,931.14117,946.48633,5
Japan,1998,1156.6075,1193.1346,4
Japan,1985,914.3692,937.59637,5
Japan,2004,1234.6532,1234.4257,4
Japan,1994,1167.9371,1113.2527,4
Japan,2003,1234.4257,1228.8536,4
Japan,2010,1159.7273,1112.5479,5
Japan,2009,1112.5479,1174.5979,5
Japan,1968,562.10889,489.4848,5
Japan,1955,141.91769,142.57719,10
Japan,1959,192.6898,181.22141,8
Japan,2001,1194.5759,1211.0103,4
Japan,2007,1262.7471,1227.932,5
Japan,1972,831.38458,788.40613,5
Japan,2002,1228.8536,1194.5759,4
Japan,1996,1198.1261,1181.752,4
Japan,1975,888.93622,931.14117,5
Japan,1978,949.28717,947.90582,5
Kazakhstan,1954,65.317596,59.8228,16
Kazakhstan,1972,186.75391,177.3105,13
Kazakhstan,1983,252.5939,247.9912,13
Kazakhstan,1998,128.35091,124.74,27
Kazakhstan,1994,192.3358,219.7894,22
Kazakhstan,1971,177.3105,168.52299,13
Kazakhstan,1950,48.751701,48.751701,17
Kazakhstan,1995,170.09869,192.3358,23
Kazakhstan,1951,52.824299,48.751701,17
Kazakhstan,2002,121.9869,112.6138,30
Kazakhstan,1969,160.2314,153.8407,13
Kazakhstan,1978,235.2287,227.45641,13
Kazakhstan,1953,59.8228,56.556999,15
Kazakhstan,1982,247.9912,243.28371,14
Kazakhstan,1957,88.826698,81.189796,14
Kazakhstan,2001,112.6138,115.789,32
Kazakhstan,1959,99.605499,94.782097,12
Kazakhstan,1963,120.2027,112.0786,14
Kazakhstan,1973,194.4472,186.75391,13
Kazakhstan,1958,94.782097,88.826698,14
Kazakhstan,1988,294.98801,287.48819,13
Kazakhstan,1966,143.12131,135.5658,13
Kazakhstan,1981,243.28371,248.04691,14
Kazakhstan,1975,211.99609,201.7664,13
Kazakhstan,1962,112.0786,106.834,14
Kazakhstan,1955,74.053398,65.317596,15
Kazakhstan,1968,153.8407,149.64059,13
Kazakhstan,1999,116.6902,128.35091,30
Kazakhstan,1984,254.9008,252.5939,14
Kazakhstan,1952,56.556999,52.824299,16
Kazakhstan,2008,233.9565,195.71941,24
Kazakhstan,1993,219.7894,258.12589,20
Kazakhstan,2000,115.789,116.6902,32
Kazakhstan,1987,287.48819,275.77911,13
Kazakhstan,2003,137.1106,121.9869,27
Kazakhstan,1964,127.835,120.2027,14
Kazakhstan,2006,181.3327,163.666,24
Kazakhstan,1979,238.55341,235.2287,13
Kazakhstan,1986,275.77911,275.0271,13
Kazakhstan,2004,150.3875,137.1106,27
Kazakhstan,2007,195.71941,181.3327,24
Kazakhstan,1980,248.04691,238.55341,13
Kazakhstan,1989,288.76669,294.98801,13
Kazakhstan,2011,239.40421,224.23531,24
Kazakhstan,1996,147.6902,170.09869,25
Kazakhstan,1965,135.5658,127.835,13
Kazakhstan,1974,201.7664,194.4472,13
Kazakhstan,1970,168.52299,160.2314,13
Kazakhstan,1991,249.71359,239.9642,17
Kazakhstan,1977,227.45641,220.0477,13
Kazakhstan,2010,224.23531,206.74319,24
Kazakhstan,1956,81.189796,74.053398,16
Kazakhstan,1985,275.0271,254.9008,13
Kazakhstan,1961,106.834,103.6416,14
Kazakhstan,2012,234.3763,239.40421,24
Kazakhstan,1967,149.64059,143.12131,13
Kazakhstan,2009,206.74319,233.9565,25
Kazakhstan,1976,220.0477,211.99609,13
Kazakhstan,1992,258.12589,249.71359,16
Kazakhstan,2005,163.666,150.3875,28
Kazakhstan,1990,239.9642,288.76669,17
Kazakhstan,1960,103.6416,99.605499,13
Kazakhstan,1997,124.74,147.6902,28
"Korea, Dem. Rep. (North)",1993,96.231201,103.9812,32
"Korea, Dem. Rep. (North)",1962,30.697001,26.435801,32
"Korea, Dem. Rep. (North)",1958,15.638,11.2924,37
"Korea, Dem. Rep. (North)",1959,19.8699,15.638,34
"Korea, Dem. Rep. (North)",1968,59.2799,52.4025,29
"Korea, Dem. Rep. (North)",1991,115.8829,121.9829,30
"Korea, Dem. Rep. (North)",2006,78.0504,76.659599,40
"Korea, Dem. Rep. (North)",1956,8.9658003,7.3463001,49
"Korea, Dem. Rep. (North)",1972,72.433403,69.906303,27
"Korea, Dem. Rep. (North)",1957,11.2924,8.9658003,46
"Korea, Dem. Rep. (North)",1990,121.9829,127.8677,29
"Korea, Dem. Rep. (North)",2007,65.055801,78.0504,48
"Korea, Dem. Rep. (North)",1961,26.435801,23.797701,31
"Korea, Dem. Rep. (North)",1984,125.4191,122.2491,26
"Korea, Dem. Rep. (North)",1975,80.220802,77.092499,28
"Korea, Dem. Rep. (North)",1970,73.4925,64.094398,27
"Korea, Dem. Rep. (North)",1997,66.848099,74.231201,42
"Korea, Dem. Rep. (North)",1965,44.2318,35.6287,30
"Korea, Dem. Rep. (North)",1979,103.2464,96.0681,27
"Korea, Dem. Rep. (North)",1967,52.4025,47.610001,29
"Korea, Dem. Rep. (North)",1973,74.004601,72.433403,27
"Korea, Dem. Rep. (North)",1976,86.0308,80.220802,28
"Korea, Dem. Rep. (North)",1999,65.643204,60.0238,40
"Korea, Dem. Rep. (North)",1994,88.481201,96.231201,34
"Korea, Dem. Rep. (North)",1986,128.0291,130.3391,26
"Korea, Dem. Rep. (North)",1989,127.8677,126.3571,28
"Korea, Dem. Rep. (North)",2002,70.342697,73.432098,41
"Korea, Dem. Rep. (North)",1971,69.906303,73.4925,27
"Korea, Dem. Rep. (North)",1992,103.9812,115.8829,32
"Korea, Dem. Rep. (North)",1969,64.094398,59.2799,28
"Korea, Dem. Rep. (North)",1998,60.0238,66.848099,44
"Korea, Dem. Rep. (North)",1981,112.6764,109.5364,26
"Korea, Dem. Rep. (North)",1985,130.3391,125.4191,26
"Korea, Dem. Rep. (North)",1955,7.3463001,4.7852001,49
"Korea, Dem. Rep. (North)",2003,71.878998,70.342697,43
"Korea, Dem. Rep. (North)",2009,71.667702,72.154999,43
"Korea, Dem. Rep. (North)",1995,83.3312,88.481201,36
"Korea, Dem. Rep. (North)",1980,109.5364,103.2464,27
"Korea, Dem. Rep. (North)",1996,74.231201,83.3312,39
"Korea, Dem. Rep. (North)",1966,47.610001,44.2318,30
"Korea, Dem. Rep. (North)",1960,23.797701,19.8699,33
"Korea, Dem. Rep. (North)",1963,32.8368,30.697001,32
"Korea, Dem. Rep. (North)",1978,96.0681,90.848099,27
"Korea, Dem. Rep. (North)",1983,122.2491,117.7491,26
"Korea, Dem. Rep. (North)",2008,72.154999,65.055801,44
"Korea, Dem. Rep. (North)",1982,117.7491,112.6764,26
"Korea, Dem. Rep. (North)",1988,126.3571,123.1337,28
"Korea, Dem. Rep. (North)",1977,90.848099,86.0308,28
"Korea, Dem. Rep. (North)",2000,70.863701,65.643204,41
"Korea, Dem. Rep. (North)",2004,73.456596,71.878998,43
"Korea, Dem. Rep. (North)",2005,76.659599,73.456596,43
"Korea, Dem. Rep. (North)",2010,67.417702,71.667702,48
"Korea, Dem. Rep. (North)",2001,73.432098,70.863701,40
"Korea, Dem. Rep. (North)",1964,35.6287,32.8368,32
"Korea, Dem. Rep. (North)",1974,77.092499,74.004601,27
"Korea, Dem. Rep. (North)",1987,123.1337,128.0291,28
"Korea, Rep. (South)",1975,81.808998,75.157799,26
"Korea, Rep. (South)",2005,494.72769,498.20129,9
"Korea, Rep. (South)",1989,215.63361,203.77721,18
"Korea, Rep. (South)",1987,178.7374,171.32249,20
"Korea, Rep. (South)",2008,527.50958,516.43341,9
"Korea, Rep. (South)",1980,132.15871,128.218,23
"Korea, Rep. (South)",1972,57.191601,55.4958,31
"Korea, Rep. (South)",1997,437.96579,412.8378,9
"Korea, Rep. (South)",1996,412.8378,386.12271,10
"Korea, Rep. (South)",1985,163.4286,159.0513,22
"Korea, Rep. (South)",2000,463.26169,409.34549,9
"Korea, Rep. (South)",1964,22.2038,21.09,42
"Korea, Rep. (South)",1970,53.736198,42.487701,32
"Korea, Rep. (South)",1977,104.7552,91.287399,24
"Korea, Rep. (South)",1984,159.0513,147.57359,21
"Korea, Rep. (South)",1976,91.287399,81.808998,26
"Korea, Rep. (South)",1962,17.264799,14.4508,42
"Korea, Rep. (South)",2006,503.5838,494.72769,9
"Korea, Rep. (South)",1974,75.157799,71.344398,28
"Korea, Rep. (South)",1961,14.4508,12.5382,44
"Korea, Rep. (South)",1986,171.32249,163.4286,21
"Korea, Rep. (South)",1978,113.9605,104.7552,24
"Korea, Rep. (South)",1968,37.211601,35.1194,33
"Korea, Rep. (South)",1992,299.05521,271.7106,14
"Korea, Rep. (South)",2012,617.24182,613.99878,7
"Korea, Rep. (South)",2002,473.79321,478.00381,9
"Korea, Rep. (South)",1995,386.12271,354.3179,11
"Korea, Rep. (South)",1998,374.026,437.96579,11
"Korea, Rep. (South)",1966,29.989799,24.9848,36
"Korea, Rep. (South)",1999,409.34549,374.026,10
"Korea, Rep. (South)",1971,55.4958,53.736198,31
"Korea, Rep. (South)",2010,588.09912,540.59747,7
"Korea, Rep. (South)",1993,327.7778,299.05521,13
"Korea, Rep. (South)",1959,11.2228,9.0060997,48
"Korea, Rep. (South)",1979,128.218,113.9605,23
"Korea, Rep. (South)",2001,478.00381,463.26169,9
"Korea, Rep. (South)",1991,271.7106,246.04449,14
"Korea, Rep. (South)",1967,35.1194,29.989799,32
"Korea, Rep. (South)",2009,540.59747,527.50958,8
"Korea, Rep. (South)",1963,21.09,17.264799,40
"Korea, Rep. (South)",1982,137.9545,137.19231,23
"Korea, Rep. (South)",1981,137.19231,132.15871,23
"Korea, Rep. (South)",1973,71.344398,57.191601,28
"Korea, Rep. (South)",1983,147.57359,137.9545,24
"Korea, Rep. (South)",2011,613.99878,588.09912,7
"Korea, Rep. (South)",1969,42.487701,37.211601,32
"Korea, Rep. (South)",2003,479.17099,473.79321,9
"Korea, Rep. (South)",1994,354.3179,327.7778,12
"Korea, Rep. (South)",2004,498.20129,479.17099,9
"Korea, Rep. (South)",2007,516.43341,503.5838,10
"Korea, Rep. (South)",1990,246.04449,215.63361,16
"Korea, Rep. (South)",1988,203.77721,178.7374,18
"Korea, Rep. (South)",1960,12.5382,11.2228,46
"Korea, Rep. (South)",1965,24.9848,22.2038,40
Kuwait,2011,86.246002,81.691498,40
Kuwait,2005,72.973396,65.272202,44
Kuwait,2006,72.311699,72.973396,43
Kuwait,2008,76.0718,71.6689,42
Kuwait,2012,92.765999,86.246002,39
Kuwait,1989,65.463699,55.672901,41
Kuwait,1965,16.6052,7.5588002,46
Kuwait,1988,55.672901,45.984402,46
Kuwait,1962,14.2749,9.9734001,45
Kuwait,2001,54.447201,50.620201,50
Kuwait,2004,65.272202,61.769501,45
Kuwait,2003,61.769501,57.412102,47
Kuwait,2009,82.851303,76.0718,39
Kuwait,2007,71.6689,72.311699,43
Kuwait,1963,17.011999,14.2749,45
Kuwait,2010,81.691498,82.851303,41
Kuwait,2002,57.412102,54.447201,49
Lithuania,1954,6.8587999,6.2757001,49
Lithuania,1953,6.2757001,5.9288998,49
Lithuania,1959,10.5009,9.9771004,50
Lithuania,1955,7.7800999,6.8587999,48
Lithuania,1952,5.9288998,5.5342999,50
Luxembourg,1952,9.3982,9.0098,41
Luxembourg,1956,10.3691,9.8817997,44
Luxembourg,1955,9.8817997,8.7826004,45
Luxembourg,1951,9.0098,7.4196,40
Luxembourg,1950,7.4196,7.4196,44
Luxembourg,1954,8.7826004,8.6543999,46
Luxembourg,1953,8.6543999,9.3982,43
Luxembourg,1957,10.8344,10.3691,47
Luxembourg,1958,10.087,10.8344,49
Malaysia,2006,176.61369,169.31931,27
Malaysia,2001,130.0683,123.4548,27
Malaysia,1994,80.546402,75.382103,36
Malaysia,1997,106.8531,99.511902,34
Malaysia,2005,169.31931,159.3215,25
Malaysia,2010,199.0959,185.4406,27
Malaysia,1995,90.678398,80.546402,34
Malaysia,2002,139.1396,130.0683,26
Malaysia,2004,159.3215,147.0777,25
Malaysia,2011,204.45711,199.0959,26
Malaysia,1954,6.4324002,5.9310002,50
Malaysia,1993,75.382103,71.470001,39
Malaysia,2008,203.9924,191.3261,25
Malaysia,1992,71.470001,65.071602,37
Malaysia,2003,147.0777,139.1396,25
Malaysia,1998,105.3209,106.8531,32
Malaysia,1990,56.679199,45.808899,46
Malaysia,1991,65.071602,56.679199,40
Malaysia,2007,191.3261,176.61369,26
Malaysia,1996,99.511902,90.678398,33
Malaysia,2009,185.4406,203.9924,27
Malaysia,2000,123.4548,113.4643,28
Malaysia,2012,207.85831,204.45711,26
Malaysia,1999,113.4643,105.3209,32
Mexico,2005,407.7915,389.2583,12
Mexico,2011,456.88931,443.01859,10
Mexico,1964,66.344002,60.389999,21
Mexico,1976,156.0191,144.53551,20
Mexico,1958,46.639099,43.227901,22
Mexico,1985,267.50549,256.3595,14
Mexico,1962,59.466702,58.096401,21
Mexico,1978,183.0856,165.48151,16
Mexico,1992,305.71561,302.53891,13
Mexico,1959,49.467701,46.639099,22
Mexico,1951,31.2173,27.8354,22
Mexico,1954,32.528999,33.049301,25
Mexico,1984,256.3595,249.33231,13
Mexico,1969,96.088402,88.1045,21
Mexico,2008,446.77469,439.4906,12
Mexico,1950,27.8354,27.8354,22
Mexico,1952,33.433998,31.2173,22
Mexico,1991,302.53891,277.12039,13
Mexico,1980,228.2847,197.9525,14
Mexico,1967,84.227997,74.2033,21
Mexico,1972,114.3969,100.6977,21
Mexico,2006,420.0993,407.7915,12
Mexico,2010,443.01859,430.00089,11
Mexico,1955,34.862999,32.528999,25
Mexico,2003,385.68729,379.37311,13
Mexico,1960,54.377399,49.467701,19
Mexico,1993,306.32959,305.71561,14
Mexico,2002,379.37311,374.0975,12
Mexico,1988,274.0058,274.4859,14
Mexico,1968,88.1045,84.227997,21
Mexico,1977,165.48151,156.0191,19
Mexico,1966,74.2033,69.2789,22
Mexico,1981,250.61169,228.2847,13
Mexico,1973,126.1968,114.3969,21
Mexico,1983,249.33231,260.91721,14
Mexico,1970,104.3654,96.088402,21
Mexico,1995,313.0827,328.26639,14
Mexico,1956,37.6073,34.862999,24
Mexico,1989,287.46841,274.0058,14
Mexico,1999,359.63931,366.5744,12
Mexico,1963,60.389999,59.466702,21
Mexico,1997,346.68939,331.3093,12
Mexico,1961,58.096401,54.377399,19
Mexico,2000,376.2724,359.63931,12
Mexico,1953,33.049301,33.433998,21
Mexico,1957,43.227901,37.6073,23
Mexico,1965,69.2789,66.344002,22
Mexico,2007,439.4906,420.0993,12
Mexico,1974,136.98981,126.1968,19
Mexico,1994,328.26639,306.32959,14
Mexico,1979,197.9525,183.0856,16
Mexico,1986,262.2421,267.50549,14
Mexico,1998,366.5744,346.68939,12
Mexico,1996,331.3093,313.0827,14
Mexico,1990,277.12039,287.46841,13
Mexico,2012,460.47821,456.88931,13
Mexico,1982,260.91721,250.61169,13
Mexico,2001,374.0975,376.2724,12
Mexico,1971,100.6977,104.3654,21
Mexico,2009,430.00089,446.77469,11
Mexico,2004,389.2583,385.68729,13
Mexico,1987,274.4859,262.2421,14
Mexico,1975,144.53551,136.98981,19
Netherlands,2000,174.01669,170.7605,23
Netherlands,2008,184.3343,182.4214,29
Netherlands,1970,141.7308,115.7348,17
Netherlands,1976,154.59309,142.62669,21
Netherlands,2010,188.41319,177.5609,28
Netherlands,1996,180.27229,172.8495,23
Netherlands,1969,115.7348,113.4594,18
Netherlands,1957,64.4095,65.083603,18
Netherlands,1994,171.3951,169.78571,23
Netherlands,1984,153.1228,148.2339,23
Netherlands,1961,75.8265,73.444901,18
Netherlands,1971,131.5952,141.7308,17
Netherlands,1963,91.1493,83.290001,18
Netherlands,1988,157.0938,163.68829,24
Netherlands,2001,179.9203,174.01669,23
Netherlands,2005,181.41431,186.26241,24
Netherlands,1997,174.83231,180.27229,24
Netherlands,2009,177.5609,184.3343,29
Netherlands,2006,179.76691,181.41431,25
Netherlands,1972,147.48421,131.5952,17
Netherlands,1975,142.62669,147.88721,21
Netherlands,1985,155.485,153.1228,23
Netherlands,1977,150.19189,154.59309,21
Netherlands,1968,113.4594,106.6957,18
Netherlands,1987,163.68829,170.5062,22
Netherlands,1999,170.7605,175.42059,23
Netherlands,2002,180.0768,179.9203,24
Netherlands,1991,166.86211,157.8837,23
Netherlands,1992,165.4279,166.86211,23
Netherlands,1956,65.083603,60.994598,18
Netherlands,1990,157.8837,158.616,24
Netherlands,1967,106.6957,103.5703,18
Netherlands,2007,182.4214,179.76691,27
Netherlands,1983,148.2339,147.1162,23
Netherlands,1982,147.1162,169.52251,22
Netherlands,1993,169.78571,165.4279,23
Netherlands,1966,103.5703,100.4156,18
Netherlands,1964,96.7882,91.1493,18
Netherlands,1951,54.971001,51.2887,16
Netherlands,1955,60.994598,58.396801,18
Netherlands,2004,186.26241,184.6956,24
Netherlands,2003,184.6956,180.0768,24
Netherlands,1986,170.5062,155.485,22
Netherlands,1960,73.444901,67.124496,18
Netherlands,1953,55.267799,54.721802,18
Netherlands,1954,58.396801,55.267799,18
Netherlands,1950,51.2887,51.2887,16
Netherlands,2012,175.2018,176.32179,30
Netherlands,1981,169.52251,168.55499,21
Netherlands,1978,161.46291,150.19189,21
Netherlands,2011,176.32179,188.41319,29
Netherlands,1974,147.88721,154.71989,18
Netherlands,1952,54.721802,54.971001,17
Netherlands,1959,67.124496,66.695801,18
Netherlands,1958,66.695801,64.4095,18
Netherlands,1995,172.8495,171.3951,22
Netherlands,1989,158.616,157.0938,24
Netherlands,1980,168.55499,177.403,22
Netherlands,1998,175.42059,174.83231,23
Netherlands,1962,83.290001,75.8265,18
Netherlands,1973,154.71989,147.48421,16
Netherlands,1979,177.403,161.46291,20
Netherlands,1965,100.4156,96.7882,18
New Zealand,1951,8.1671,8.5700998,43
New Zealand,1956,9.6766005,9.3944998,47
New Zealand,1960,11.5343,10.3215,50
New Zealand,1955,9.3944998,9.0684004,46
New Zealand,1953,8.5553999,9.3212004,44
New Zealand,1957,10.3068,9.6766005,48
New Zealand,1952,9.3212004,8.1671,42
New Zealand,1958,10.1823,10.3068,48
New Zealand,1954,9.0684004,8.5553999,45
New Zealand,1950,8.5700998,8.5700998,38
Nigeria,1986,55.853001,57.757301,43
Nigeria,1980,70.485802,24.5184,36
Nigeria,1983,58.4515,58.747601,37
Nigeria,2005,99.996201,90.705902,36
Nigeria,1994,81.697601,85.657898,35
Nigeria,2002,87.865196,86.617897,37
Nigeria,1987,55.450199,55.853001,44
Nigeria,2010,88.562401,73.238297,39
Nigeria,2006,93.405197,99.996201,39
Nigeria,1998,77.002998,84.019897,38
Nigeria,2011,98.674301,88.562401,38
Nigeria,1999,74.952003,77.002998,38
Nigeria,1993,85.657898,87.724297,35
Nigeria,1988,57.275101,55.450199,43
Nigeria,1984,56.522301,58.4515,40
Nigeria,1990,69.097099,67.6856,38
Nigeria,1996,88.673599,82.812302,36
Nigeria,1985,57.757301,56.522301,41
Nigeria,1991,77.294098,69.097099,35
Nigeria,1997,84.019897,88.673599,37
Nigeria,2008,89.798302,90.541298,39
Nigeria,1989,67.6856,57.275101,40
Nigeria,2001,86.617897,76.6082,37
Nigeria,2000,76.6082,74.952003,38
Nigeria,1982,58.747601,57.681,36
Nigeria,2009,73.238297,89.798302,42
Nigeria,2003,90.435898,87.865196,37
Nigeria,1992,87.724297,77.294098,35
Nigeria,2012,94.1782,98.674301,38
Nigeria,1995,82.812302,81.697601,38
Nigeria,1981,57.681,70.485802,36
Nigeria,2004,90.705902,90.435898,37
Nigeria,2007,90.541298,93.405197,39
Norway,1957,11.3621,11.9556,44
Norway,1951,9.4823999,8.4344997,38
Norway,1967,19.312901,19.5474,47
Norway,1961,13.3406,13.0915,45
Norway,1975,25.441999,24.5154,47
Norway,1958,11.1899,11.3621,45
Norway,1973,25.3193,25.4193,46
Norway,1971,24.866699,27.9856,45
Norway,1962,14.0661,13.3406,47
Norway,1960,13.0915,11.8127,45
Norway,1959,11.8127,11.1899,46
Norway,1956,11.9556,11.417,41
Norway,1969,22.2038,21.122999,47
Norway,1974,24.5154,25.3193,47
Norway,1978,28.953899,28.304199,50
Norway,1976,27.197399,25.441999,47
Norway,1979,30.5655,28.953899,50
Norway,1950,8.4344997,8.4344997,40
Norway,1953,9.7828999,9.6913004,40
Norway,1954,9.8855,9.7828999,39
Norway,1963,14.9711,14.0661,47
Norway,1965,16.3964,16.1766,48
Norway,1970,27.9856,22.2038,43
Norway,1977,28.304199,27.197399,50
Norway,1955,11.417,9.8855,40
Norway,1966,19.5474,16.3964,45
Norway,1972,25.4193,24.866699,46
Norway,1968,21.122999,19.312901,48
Norway,1952,9.6913004,9.4823999,38
Norway,1964,16.1766,14.9711,45
Oman,2012,69.9356,69.554001,48
Oman,2011,69.554001,62.280201,48
Pakistan,1951,6.4979,5.2625999,48
Pakistan,1992,68.913803,63.579201,38
Pakistan,1997,93.764702,90.473396,35
Pakistan,1953,6.9878998,6.8622999,47
Pakistan,1954,7.1025,6.9878998,48
Pakistan,2000,104.1617,104.5052,33
Pakistan,1963,15.3528,13.3617,46
Pakistan,1969,19.9491,20.5443,48
Pakistan,1961,12.1579,11.7414,49
Pakistan,1965,16.569401,15.7847,47
Pakistan,2004,125.5546,112.248,30
Pakistan,1996,90.473396,83.799599,35
Pakistan,1999,104.5052,95.677101,33
Pakistan,1950,5.2625999,5.2625999,50
Pakistan,1958,10.0695,8.9742002,50
Pakistan,1990,64.357002,59.3452,41
Pakistan,2008,151.0585,154.30769,31
Pakistan,1964,15.7847,15.3528,46
Pakistan,1967,17.909901,16.8694,49
Pakistan,1994,77.977699,74.267601,38
Pakistan,1960,11.7414,9.7642002,48
Pakistan,2005,128.97121,125.5546,30
Pakistan,2010,151.7551,155.84509,32
Pakistan,1991,63.579201,64.357002,41
Pakistan,1988,55.170101,52.6534,47
Pakistan,1993,74.267601,68.913803,40
